fecha,ciudad,categoria,producto,cantidad,precio_unitario,total_venta
2025-03-11,Barranquilla,Ropa,Chaqueta,15,229965,3449475
2025-07-13,Barranquilla,Tecnología,Audífonos,5,173320,866600
2025-06-28,Medellín,Hogar,Organizador,13,140632,1828216
2025-03-07,Bogotá,Tecnología,Mouse,10,123373,1233730
2025-12-11,Apartadó,Alimentos,Leche,13,217838,2831894
2025-04-28,Bogotá,Alimentos,Café,5,74259,371295
2025-04-07,Medellín,Tecnología,Memoria USB,20,202816,4056320
2025-01-09,Bogotá,Hogar,Silla,4,157698,630792
2025-01-18,Barranquilla,Papelería,Cuaderno,8,196128,1569024
2025-01-23,Barranquilla,Alimentos,Aceite,18,58955,1061190
2025-01-29,Bogotá,Papelería,Marcador,8,215853,1726824
2025-10-22,Cali,Papelería,Resma,11,64102,705122
2025-06-04,Bogotá,Papelería,Lapicero,14,80774,1130836
2025-05-21,Medellín,Papelería,Resma,6,166100,996600
2025-12-14,Barranquilla,Papelería,Carpeta,2,92286,184572
2025-11-26,Barranquilla,Papelería,Marcador,14,109022,1526308
2025-03-18,Cali,Alimentos,Aceite,18,126130,2270340
2025-05-04,Bogotá,Ropa,Pantalón,15,241793,3626895
2025-01-30,Apartadó,Alimentos,Azúcar,18,140934,2536812
2025-03-10,Barranquilla,Hogar,Lámpara,7,88576,620032
2025-11-28,Medellín,Alimentos,Café,3,142413,427239
2025-04-08,Medellín,Ropa,Chaqueta,20,160052,3201040
2025-01-21,Medellín,Hogar,Organizador,18,58889,1060002
2025-09-03,Bogotá,Ropa,Zapatos,1,57524,57524
2025-04-08,Medellín,Alimentos,Aceite,20,186488,3729760
2025-04-15,Barranquilla,Hogar,Organizador,11,205296,2258256
2025-05-25,Barranquilla,Alimentos,Leche,12,82851,994212
2025-05-14,Cali,Papelería,Carpeta,15,27849,417735
2025-08-29,Cali,Hogar,Lámpara,11,110509,1215599
2025-01-24,Apartadó,Hogar,Mesa,1,70360,70360
2025-10-11,Apartadó,Papelería,Carpeta,10,41953,419530
2025-04-11,Cali,Hogar,Ventilador,19,220461,4188759
2025-05-06,Barranquilla,Papelería,Marcador,9,202110,1818990
2025-09-08,Barranquilla,Alimentos,Aceite,12,46371,556452
2025-03-13,Apartadó,Alimentos,Aceite,18,170246,3064428
2025-01-31,Apartadó,Tecnología,Mouse,2,202366,404732
2025-01-04,Barranquilla,Hogar,Mesa,3,187380,562140
2025-03-19,Medellín,Hogar,Organizador,15,99832,1497480
2025-01-31,Apartadó,Papelería,Carpeta,16,6123,97968
2025-01-04,Apartadó,Papelería,Carpeta,1,6384,6384
2025-09-29,Cali,Papelería,Marcador,1,133652,133652
2025-12-24,Barranquilla,Hogar,Silla,4,139464,557856
2025-03-18,Bogotá,Hogar,Organizador,17,68169,1158873
2025-07-01,Cali,Alimentos,Arroz,12,108437,1301244
2025-08-24,Apartadó,Hogar,Mesa,10,181317,1813170
2025-02-11,Medellín,Tecnología,Memoria USB,13,100872,1311336
2025-10-10,Barranquilla,Tecnología,Mouse,6,23675,142050
2025-09-13,Barranquilla,Ropa,Gorra,4,236564,946256
2025-09-28,Medellín,Hogar,Mesa,19,126649,2406331
2025-05-19,Medellín,Tecnología,Monitor,18,149720,2694960
2025-12-03,Medellín,Hogar,Lámpara,1,56305,56305
2025-10-28,Bogotá,Alimentos,Arroz,10,44585,445850
2025-10-16,Bogotá,Papelería,Carpeta,18,88960,1601280
2025-07-16,Bogotá,Tecnología,Audífonos,12,16076,192912
2025-02-20,Barranquilla,Hogar,Silla,11,160641,1767051
2025-11-11,Apartadó,Alimentos,Café,1,168231,168231
2025-05-20,Barranquilla,Alimentos,Aceite,12,146975,1763700
2025-07-12,Barranquilla,Hogar,Organizador,13,24464,318032
2025-11-13,Cali,Hogar,Silla,3,72247,216741
2025-03-20,Barranquilla,Hogar,Ventilador,11,96555,1062105
2025-02-24,Medellín,Tecnología,Monitor,15,96350,1445250
2025-05-19,Medellín,Hogar,Silla,6,114978,689868
2025-08-18,Apartadó,Papelería,Resma,14,29077,407078
2025-01-14,Medellín,Ropa,Gorra,3,158480,475440
2025-11-03,Cali,Alimentos,Arroz,10,110477,1104770
2025-07-18,Medellín,Papelería,Lapicero,19,138604,2633476
2025-03-28,Barranquilla,Hogar,Mesa,9,80939,728451
2025-05-18,Barranquilla,Hogar,Silla,6,115947,695682
2025-05-22,Barranquilla,Ropa,Chaqueta,3,96666,289998
2025-05-09,Bogotá,Alimentos,Leche,20,53261,1065220
2025-08-23,Medellín,Hogar,Lámpara,1,105728,105728
2025-06-20,Apartadó,Alimentos,Café,15,89749,1346235
2025-08-09,Apartadó,Hogar,Lámpara,11,160128,1761408
2025-12-22,Bogotá,Alimentos,Café,6,106396,638376
2025-06-13,Cali,Alimentos,Leche,8,87429,699432
2025-07-12,Cali,Alimentos,Café,4,246335,985340
2025-10-16,Bogotá,Papelería,Resma,6,180706,1084236
2025-10-09,Medellín,Alimentos,Aceite,15,211108,3166620
2025-05-30,Medellín,Alimentos,Azúcar,5,168025,840125
2025-06-05,Bogotá,Ropa,Pantalón,14,208851,2923914
2025-07-13,Medellín,Alimentos,Leche,16,154631,2474096
2025-07-25,Apartadó,Papelería,Carpeta,18,11637,209466
2025-07-04,Apartadó,Papelería,Cuaderno,4,203576,814304
2025-05-08,Cali,Hogar,Organizador,2,149644,299288
2025-11-27,Barranquilla,Ropa,Chaqueta,4,4765,19060
2025-02-20,Cali,Hogar,Organizador,17,148274,2520658
2025-10-25,Apartadó,Hogar,Ventilador,12,104533,1254396
2025-08-26,Apartadó,Papelería,Lapicero,12,8438,101256
2025-09-05,Medellín,Ropa,Chaqueta,3,32426,97278
2025-03-14,Cali,Ropa,Zapatos,15,207591,3113865
2025-04-16,Apartadó,Alimentos,Café,16,27591,441456
2025-08-13,Barranquilla,Ropa,Camisa,10,13713,137130
2025-12-30,Medellín,Tecnología,Monitor,4,179508,718032
2025-03-26,Bogotá,Papelería,Lapicero,18,43978,791604
2025-06-19,Apartadó,Alimentos,Azúcar,8,211126,1689008
2025-07-27,Bogotá,Hogar,Ventilador,13,9652,125476
2025-11-11,Bogotá,Alimentos,Leche,14,103930,1455020
2025-01-03,Bogotá,Hogar,Lámpara,3,153348,460044
2025-02-22,Apartadó,Hogar,Lámpara,11,53661,590271
2025-08-23,Medellín,Ropa,Chaqueta,17,169538,2882146
2025-06-10,Apartadó,Alimentos,Leche,13,155879,2026427
2025-02-28,Cali,Ropa,Chaqueta,20,47227,944540
2025-12-11,Cali,Papelería,Resma,3,178189,534567
2025-03-10,Cali,Tecnología,Teclado,10,32657,326570
2025-04-04,Cali,Hogar,Organizador,13,111638,1451294
2025-11-02,Bogotá,Papelería,Carpeta,14,50694,709716
2025-09-07,Apartadó,Hogar,Organizador,6,130356,782136
2025-05-28,Bogotá,Hogar,Lámpara,15,164374,2465610
2025-01-28,Cali,Tecnología,Memoria USB,5,53151,265755
2025-07-16,Apartadó,Papelería,Carpeta,14,181489,2540846
2025-09-09,Barranquilla,Alimentos,Azúcar,6,23671,142026
2025-10-17,Medellín,Hogar,Lámpara,2,74051,148102
2025-04-26,Apartadó,Ropa,Pantalón,15,150281,2254215
2025-09-11,Apartadó,Papelería,Cuaderno,19,31938,606822
2025-05-18,Apartadó,Ropa,Gorra,2,201230,402460
2025-08-14,Apartadó,Hogar,Ventilador,4,194935,779740
2025-12-01,Bogotá,Ropa,Camisa,15,70895,1063425
2025-06-28,Medellín,Alimentos,Arroz,8,57018,456144
2025-10-29,Cali,Papelería,Carpeta,6,163520,981120
2025-03-13,Bogotá,Hogar,Silla,19,93964,1785316
2025-09-30,Cali,Papelería,Resma,6,86843,521058
2025-12-27,Cali,Ropa,Gorra,9,226923,2042307
2025-09-21,Medellín,Hogar,Ventilador,2,74698,149396
2025-12-02,Bogotá,Hogar,Mesa,5,188487,942435
2025-06-14,Bogotá,Alimentos,Azúcar,5,153368,766840
2025-11-20,Cali,Alimentos,Azúcar,15,21796,326940
2025-11-21,Medellín,Alimentos,Leche,9,184112,1657008
2025-07-08,Barranquilla,Alimentos,Café,19,2648,50312
2025-02-17,Barranquilla,Ropa,Camisa,18,106258,1912644
2025-04-22,Barranquilla,Hogar,Ventilador,9,86637,779733
2025-05-26,Cali,Papelería,Resma,5,150410,752050
2025-09-06,Cali,Tecnología,Mouse,4,166149,664596
2025-08-24,Medellín,Tecnología,Teclado,15,121673,1825095
2025-01-01,Barranquilla,Hogar,Mesa,10,43674,436740
2025-05-21,Medellín,Ropa,Zapatos,3,99476,298428
2025-12-07,Bogotá,Tecnología,Memoria USB,10,192313,1923130
2025-12-25,Bogotá,Alimentos,Arroz,4,2284,9136
2025-04-20,Barranquilla,Tecnología,Teclado,19,61294,1164586
2025-09-23,Barranquilla,Tecnología,Mouse,11,216200,2378200
2025-03-03,Barranquilla,Hogar,Ventilador,3,62017,186051
2025-07-16,Medellín,Tecnología,Mouse,11,98354,1081894
2025-06-03,Bogotá,Alimentos,Aceite,5,19933,99665
2025-09-29,Apartadó,Tecnología,Audífonos,6,117369,704214
2025-06-29,Bogotá,Hogar,Ventilador,20,181979,3639580
2025-08-15,Bogotá,Tecnología,Mouse,5,199249,996245
2025-03-05,Apartadó,Alimentos,Café,14,84445,1182230
2025-03-13,Bogotá,Ropa,Camisa,8,147069,1176552
2025-11-04,Apartadó,Papelería,Marcador,1,224269,224269
2025-12-04,Cali,Hogar,Organizador,20,135568,2711360
2025-04-07,Barranquilla,Ropa,Camisa,8,131731,1053848
2025-07-17,Medellín,Hogar,Ventilador,20,20615,412300
2025-09-28,Medellín,Ropa,Zapatos,5,103407,517035
2025-10-19,Barranquilla,Ropa,Gorra,6,201944,1211664
2025-08-30,Medellín,Tecnología,Audífonos,3,5615,16845
2025-05-15,Bogotá,Tecnología,Mouse,13,134804,1752452
2025-05-27,Apartadó,Alimentos,Azúcar,13,23607,306891
2025-11-24,Apartadó,Papelería,Resma,5,74736,373680
2025-02-12,Cali,Tecnología,Audífonos,7,213828,1496796
2025-03-21,Apartadó,Ropa,Chaqueta,19,168276,3197244
2025-11-29,Medellín,Ropa,Chaqueta,8,17179,137432
2025-05-06,Medellín,Alimentos,Arroz,15,162509,2437635
2025-11-08,Medellín,Ropa,Pantalón,4,5320,21280
2025-12-29,Bogotá,Tecnología,Teclado,16,92886,1486176
2025-09-25,Apartadó,Ropa,Pantalón,12,35274,423288
2025-05-18,Medellín,Tecnología,Monitor,14,73298,1026172
2025-09-26,Medellín,Ropa,Gorra,3,132062,396186
2025-08-22,Apartadó,Ropa,Camisa,16,227276,3636416
2025-10-18,Bogotá,Ropa,Pantalón,9,204723,1842507
2025-02-22,Apartadó,Tecnología,Teclado,17,2673,45441
2025-01-23,Medellín,Hogar,Silla,16,97414,1558624
2025-07-16,Bogotá,Hogar,Silla,18,212531,3825558
2025-12-02,Barranquilla,Hogar,Lámpara,8,111119,888952
2025-06-13,Cali,Tecnología,Audífonos,12,33300,399600
2025-09-15,Medellín,Hogar,Mesa,17,14039,238663
2025-07-25,Medellín,Alimentos,Café,10,87799,877990
2025-02-14,Apartadó,Alimentos,Arroz,12,54604,655248
2025-05-30,Apartadó,Ropa,Gorra,8,123615,988920
2025-07-08,Apartadó,Alimentos,Aceite,18,201355,3624390
2025-05-06,Bogotá,Tecnología,Memoria USB,1,63078,63078
2025-10-05,Cali,Tecnología,Monitor,1,200948,200948
2025-12-03,Barranquilla,Ropa,Camisa,7,140887,986209
2025-05-02,Barranquilla,Alimentos,Arroz,5,188555,942775
2025-05-24,Medellín,Tecnología,Teclado,17,110280,1874760
2025-12-25,Cali,Alimentos,Arroz,19,27054,514026
2025-09-16,Bogotá,Alimentos,Arroz,19,150850,2866150
2025-02-01,Barranquilla,Hogar,Mesa,10,70417,704170
2025-06-11,Barranquilla,Ropa,Zapatos,15,73291,1099365
2025-04-30,Medellín,Hogar,Mesa,19,30566,580754
2025-03-21,Medellín,Hogar,Ventilador,15,84321,1264815
2025-07-28,Medellín,Papelería,Marcador,7,120467,843269
2025-06-07,Barranquilla,Ropa,Camisa,3,43317,129951
2025-12-18,Cali,Papelería,Cuaderno,7,221132,1547924
2025-06-17,Bogotá,Tecnología,Teclado,12,105873,1270476
2025-09-20,Medellín,Ropa,Zapatos,6,10147,60882
2025-07-27,Barranquilla,Papelería,Resma,8,26831,214648
2025-08-25,Medellín,Hogar,Silla,1,18166,18166
2025-04-24,Bogotá,Hogar,Ventilador,12,181905,2182860
2025-11-19,Medellín,Papelería,Resma,9,242498,2182482
2025-02-08,Medellín,Tecnología,Teclado,15,214152,3212280
2025-03-07,Medellín,Ropa,Camisa,2,249013,498026
2025-08-25,Medellín,Hogar,Organizador,14,217399,3043586
2025-07-22,Barranquilla,Tecnología,Memoria USB,14,47300,662200
2025-07-01,Bogotá,Hogar,Lámpara,9,118919,1070271
2025-03-18,Medellín,Papelería,Resma,20,66431,1328620
2025-11-28,Cali,Alimentos,Azúcar,18,127575,2296350
2025-02-01,Medellín,Ropa,Chaqueta,5,111899,559495
2025-04-13,Apartadó,Hogar,Organizador,1,102269,102269
2025-07-03,Barranquilla,Papelería,Carpeta,12,241252,2895024
2025-10-17,Apartadó,Ropa,Chaqueta,9,49137,442233
2025-01-14,Cali,Papelería,Lapicero,1,236819,236819
2025-05-24,Medellín,Alimentos,Leche,12,203023,2436276
2025-10-27,Bogotá,Hogar,Silla,8,174193,1393544
2025-05-04,Cali,Papelería,Cuaderno,8,152914,1223312
2025-07-18,Cali,Hogar,Mesa,8,157325,1258600
2025-06-12,Cali,Papelería,Cuaderno,12,150806,1809672
2025-10-16,Bogotá,Papelería,Lapicero,16,144114,2305824
2025-06-08,Bogotá,Alimentos,Arroz,3,16724,50172
2025-04-30,Apartadó,Hogar,Silla,17,127301,2164117
2025-01-01,Cali,Papelería,Lapicero,5,91327,456635
2025-04-01,Cali,Tecnología,Mouse,5,155776,778880
2025-12-27,Bogotá,Tecnología,Audífonos,12,21013,252156
2025-07-11,Barranquilla,Papelería,Cuaderno,11,81105,892155
2025-06-15,Bogotá,Hogar,Ventilador,16,172178,2754848
2025-06-12,Bogotá,Papelería,Resma,12,60520,726240
2025-12-07,Apartadó,Hogar,Ventilador,10,194412,1944120
2025-12-19,Cali,Hogar,Mesa,1,186027,186027
2025-10-21,Barranquilla,Papelería,Cuaderno,6,159912,959472
2025-06-12,Apartadó,Hogar,Organizador,4,247547,990188
2025-09-12,Bogotá,Ropa,Camisa,8,92914,743312
2025-06-13,Bogotá,Tecnología,Monitor,15,4987,74805
2025-05-16,Bogotá,Hogar,Silla,12,69281,831372
2025-02-25,Medellín,Tecnología,Memoria USB,15,194042,2910630
2025-08-03,Bogotá,Alimentos,Azúcar,13,94073,1222949
2025-10-07,Barranquilla,Tecnología,Memoria USB,19,172647,3280293
2025-12-18,Bogotá,Hogar,Ventilador,3,211504,634512
2025-01-18,Cali,Tecnología,Monitor,9,29453,265077
2025-02-07,Cali,Hogar,Ventilador,6,193885,1163310
2025-02-08,Apartadó,Tecnología,Monitor,20,162863,3257260
2025-09-05,Medellín,Alimentos,Aceite,20,235243,4704860
2025-08-11,Bogotá,Tecnología,Mouse,11,55883,614713
2025-04-08,Barranquilla,Papelería,Resma,9,175171,1576539
2025-05-25,Cali,Hogar,Silla,2,104996,209992
2025-10-20,Apartadó,Alimentos,Aceite,2,96589,193178
2025-01-02,Barranquilla,Tecnología,Monitor,20,127915,2558300
2025-04-13,Medellín,Tecnología,Teclado,6,169297,1015782
2025-05-30,Medellín,Alimentos,Arroz,10,207750,2077500
2025-07-23,Barranquilla,Alimentos,Café,3,170261,510783
2025-10-06,Barranquilla,Hogar,Lámpara,13,98836,1284868
2025-04-06,Barranquilla,Tecnología,Monitor,15,123912,1858680
2025-05-15,Bogotá,Ropa,Gorra,2,41617,83234
2025-12-23,Medellín,Tecnología,Monitor,18,110524,1989432
2025-10-29,Bogotá,Papelería,Cuaderno,13,216540,2815020
2025-09-25,Barranquilla,Papelería,Carpeta,19,233120,4429280
2025-05-01,Barranquilla,Ropa,Camisa,13,238657,3102541
2025-01-18,Apartadó,Papelería,Resma,19,179611,3412609
2025-11-14,Bogotá,Tecnología,Memoria USB,6,45821,274926
2025-04-19,Bogotá,Hogar,Silla,14,22543,315602
2025-12-16,Barranquilla,Hogar,Mesa,20,69603,1392060
2025-06-13,Medellín,Tecnología,Memoria USB,18,106164,1910952
2025-10-10,Cali,Ropa,Gorra,15,242428,3636420
2025-01-07,Apartadó,Papelería,Resma,14,31496,440944
2025-08-01,Bogotá,Hogar,Organizador,19,154745,2940155
2025-02-21,Medellín,Papelería,Cuaderno,10,229403,2294030
2025-10-02,Cali,Alimentos,Café,13,173648,2257424
2025-09-06,Apartadó,Papelería,Carpeta,2,47141,94282
2025-05-22,Barranquilla,Hogar,Organizador,20,180471,3609420
2025-12-22,Barranquilla,Tecnología,Memoria USB,11,183014,2013154
2025-05-02,Medellín,Alimentos,Café,12,7303,87636
2025-06-22,Cali,Ropa,Zapatos,16,226981,3631696
2025-12-23,Medellín,Hogar,Mesa,10,196962,1969620
2025-08-15,Cali,Ropa,Chaqueta,20,171228,3424560
2025-02-15,Bogotá,Alimentos,Aceite,14,196234,2747276
2025-09-06,Apartadó,Ropa,Camisa,17,209484,3561228
2025-03-23,Medellín,Ropa,Gorra,13,37559,488267
2025-09-26,Apartadó,Tecnología,Teclado,7,231423,1619961
2025-04-13,Medellín,Hogar,Silla,15,15253,228795
2025-07-04,Bogotá,Ropa,Zapatos,15,134415,2016225
2025-07-23,Medellín,Tecnología,Teclado,12,130132,1561584
2025-11-01,Barranquilla,Hogar,Ventilador,19,146528,2784032
2025-06-29,Cali,Hogar,Lámpara,3,76729,230187
2025-01-15,Barranquilla,Tecnología,Teclado,19,206427,3922113
2025-04-20,Bogotá,Hogar,Mesa,9,172809,1555281
2025-07-29,Apartadó,Tecnología,Mouse,16,240948,3855168
2025-03-09,Bogotá,Papelería,Cuaderno,8,68162,545296
2025-11-08,Cali,Ropa,Chaqueta,13,225238,2928094
2025-06-28,Barranquilla,Ropa,Pantalón,15,81205,1218075
2025-12-13,Apartadó,Papelería,Carpeta,19,28820,547580
2025-01-04,Apartadó,Ropa,Gorra,20,161658,3233160
2025-05-25,Cali,Tecnología,Memoria USB,3,90154,270462
2025-05-22,Cali,Ropa,Zapatos,10,51377,513770
2025-03-18,Apartadó,Hogar,Silla,20,107931,2158620
2025-12-05,Cali,Hogar,Silla,16,79490,1271840
2025-05-13,Barranquilla,Alimentos,Azúcar,2,154836,309672
2025-12-29,Apartadó,Hogar,Lámpara,8,181914,1455312
2025-10-01,Barranquilla,Ropa,Gorra,10,223621,2236210
2025-03-29,Apartadó,Hogar,Lámpara,4,125412,501648
2025-03-07,Cali,Papelería,Lapicero,11,173556,1909116
2025-02-15,Bogotá,Ropa,Pantalón,10,112224,1122240
2025-06-19,Cali,Ropa,Gorra,10,123572,1235720
2025-03-02,Barranquilla,Tecnología,Audífonos,19,249542,4741298
2025-11-14,Medellín,Alimentos,Aceite,17,33409,567953
2025-12-15,Barranquilla,Papelería,Marcador,14,16172,226408
2025-03-19,Bogotá,Hogar,Lámpara,14,151265,2117710
2025-08-23,Bogotá,Ropa,Pantalón,3,129816,389448
2025-06-20,Bogotá,Ropa,Camisa,1,120503,120503
2025-05-21,Bogotá,Hogar,Organizador,6,130339,782034
2025-02-15,Bogotá,Papelería,Carpeta,14,107747,1508458
2025-08-08,Barranquilla,Alimentos,Arroz,2,141927,283854
2025-04-13,Cali,Tecnología,Monitor,17,51958,883286
2025-01-10,Medellín,Hogar,Mesa,12,83813,1005756
2025-03-08,Medellín,Alimentos,Leche,19,82246,1562674
2025-03-27,Medellín,Tecnología,Monitor,10,121518,1215180
2025-09-24,Apartadó,Papelería,Marcador,14,234777,3286878
2025-12-18,Bogotá,Ropa,Chaqueta,12,198638,2383656
2025-04-07,Bogotá,Alimentos,Arroz,8,60804,486432
2025-03-09,Bogotá,Tecnología,Audífonos,17,46298,787066
2025-03-05,Cali,Tecnología,Memoria USB,9,204178,1837602
2025-10-01,Apartadó,Tecnología,Audífonos,2,175531,351062
2025-02-25,Medellín,Tecnología,Mouse,14,118474,1658636
2025-07-14,Medellín,Papelería,Marcador,16,185990,2975840
2025-03-20,Bogotá,Tecnología,Monitor,14,175451,2456314
2025-02-21,Apartadó,Ropa,Gorra,20,185691,3713820
2025-03-12,Barranquilla,Tecnología,Audífonos,20,32863,657260
2025-05-25,Medellín,Tecnología,Memoria USB,7,161646,1131522
2025-04-13,Cali,Papelería,Lapicero,12,186401,2236812
2025-07-29,Cali,Hogar,Silla,18,132116,2378088
2025-04-17,Barranquilla,Ropa,Pantalón,1,5342,5342
2025-12-10,Medellín,Tecnología,Audífonos,16,41097,657552
2025-02-16,Apartadó,Tecnología,Mouse,9,170909,1538181
2025-04-29,Barranquilla,Ropa,Zapatos,15,15128,226920
2025-02-21,Bogotá,Tecnología,Monitor,12,212133,2545596
2025-12-13,Cali,Alimentos,Arroz,4,225149,900596
2025-01-24,Medellín,Hogar,Mesa,11,95723,1052953
2025-08-13,Apartadó,Ropa,Camisa,12,215637,2587644
2025-06-25,Bogotá,Tecnología,Memoria USB,13,121678,1581814
2025-05-20,Barranquilla,Alimentos,Azúcar,6,31637,189822
2025-03-09,Medellín,Hogar,Silla,14,240872,3372208
2025-10-30,Barranquilla,Papelería,Carpeta,6,162254,973524
2025-07-14,Cali,Papelería,Cuaderno,5,128636,643180
2025-09-07,Medellín,Alimentos,Azúcar,2,18603,37206
2025-05-14,Cali,Tecnología,Audífonos,19,191732,3642908
2025-10-17,Bogotá,Ropa,Gorra,17,182418,3101106
2025-12-25,Apartadó,Tecnología,Memoria USB,8,128334,1026672
2025-06-27,Barranquilla,Hogar,Organizador,20,16304,326080
2025-01-06,Bogotá,Papelería,Carpeta,16,229912,3678592
2025-03-26,Medellín,Alimentos,Café,8,88742,709936
2025-05-23,Medellín,Papelería,Lapicero,18,170641,3071538
2025-07-13,Barranquilla,Hogar,Silla,15,118441,1776615
2025-10-21,Barranquilla,Tecnología,Memoria USB,15,84853,1272795
2025-03-02,Barranquilla,Tecnología,Mouse,13,110092,1431196
2025-01-19,Apartadó,Papelería,Cuaderno,3,209561,628683
2025-11-06,Apartadó,Ropa,Gorra,18,56224,1012032
2025-12-02,Barranquilla,Ropa,Zapatos,2,216063,432126
2025-04-25,Barranquilla,Ropa,Gorra,20,159273,3185460
2025-08-31,Cali,Alimentos,Arroz,4,201051,804204
2025-12-04,Bogotá,Tecnología,Monitor,12,219549,2634588
2025-11-21,Cali,Papelería,Resma,12,186050,2232600
2025-02-24,Medellín,Hogar,Ventilador,5,217440,1087200
2025-07-29,Medellín,Ropa,Gorra,7,51163,358141
2025-03-03,Barranquilla,Hogar,Ventilador,7,189901,1329307
2025-06-23,Medellín,Alimentos,Arroz,19,34301,651719
2025-08-19,Barranquilla,Papelería,Resma,5,132764,663820
2025-01-03,Apartadó,Tecnología,Audífonos,14,221890,3106460
2025-10-27,Barranquilla,Papelería,Lapicero,19,47521,902899
2025-03-07,Medellín,Alimentos,Leche,20,233393,4667860
2025-06-14,Apartadó,Alimentos,Azúcar,20,242100,4842000
2025-12-21,Bogotá,Ropa,Chaqueta,11,79115,870265
2025-08-20,Bogotá,Hogar,Ventilador,20,185504,3710080
2025-09-20,Cali,Papelería,Marcador,18,167827,3020886
2025-04-22,Bogotá,Hogar,Organizador,10,181991,1819910
2025-06-26,Bogotá,Hogar,Organizador,18,184009,3312162
2025-11-23,Cali,Tecnología,Monitor,18,127926,2302668
2025-10-26,Apartadó,Alimentos,Leche,10,232025,2320250
2025-08-05,Medellín,Papelería,Cuaderno,1,101842,101842
2025-03-16,Medellín,Tecnología,Teclado,9,198656,1787904
2025-03-24,Cali,Ropa,Pantalón,2,183035,366070
2025-06-01,Bogotá,Papelería,Cuaderno,12,215392,2584704
2025-08-20,Medellín,Papelería,Resma,8,196619,1572952
2025-11-28,Apartadó,Alimentos,Aceite,17,207601,3529217
2025-12-23,Cali,Tecnología,Memoria USB,13,111200,1445600
2025-12-17,Cali,Papelería,Cuaderno,1,196948,196948
2025-05-09,Bogotá,Papelería,Carpeta,8,240940,1927520
2025-11-21,Cali,Papelería,Resma,20,53503,1070060
2025-04-10,Cali,Alimentos,Aceite,3,51014,153042
2025-03-30,Apartadó,Tecnología,Memoria USB,2,114330,228660
2025-05-23,Apartadó,Ropa,Pantalón,6,155088,930528
2025-05-11,Medellín,Ropa,Chaqueta,5,12470,62350
2025-03-20,Cali,Papelería,Cuaderno,20,223024,4460480
2025-12-05,Cali,Alimentos,Leche,18,95869,1725642
2025-02-07,Cali,Papelería,Lapicero,6,138473,830838
2025-02-04,Apartadó,Hogar,Ventilador,18,142780,2570040
2025-07-26,Medellín,Ropa,Pantalón,7,175889,1231223
2025-06-19,Cali,Ropa,Zapatos,7,199304,1395128
2025-11-13,Apartadó,Alimentos,Leche,1,32073,32073
2025-12-09,Cali,Alimentos,Aceite,20,242807,4856140
2025-11-15,Bogotá,Tecnología,Monitor,13,242106,3147378
2025-02-28,Barranquilla,Ropa,Gorra,10,8476,84760
2025-09-22,Cali,Papelería,Resma,15,129612,1944180
2025-01-23,Cali,Hogar,Lámpara,17,23586,400962
2025-02-19,Bogotá,Papelería,Resma,1,166346,166346
2025-02-03,Bogotá,Hogar,Ventilador,4,55891,223564
2025-10-03,Barranquilla,Tecnología,Teclado,1,122383,122383
2025-06-19,Medellín,Tecnología,Mouse,2,48659,97318
2025-05-09,Apartadó,Tecnología,Audífonos,8,240809,1926472
2025-05-13,Barranquilla,Alimentos,Azúcar,13,115514,1501682
2025-06-11,Medellín,Alimentos,Arroz,18,3546,63828
2025-11-25,Apartadó,Tecnología,Audífonos,2,185732,371464
2025-02-07,Cali,Papelería,Cuaderno,10,208278,2082780
2025-12-18,Cali,Papelería,Cuaderno,10,202612,2026120
2025-08-13,Barranquilla,Alimentos,Arroz,16,42979,687664
2025-10-01,Bogotá,Hogar,Ventilador,18,79326,1427868
2025-11-21,Bogotá,Ropa,Zapatos,1,147103,147103
2025-10-12,Bogotá,Tecnología,Mouse,1,152134,152134
2025-11-02,Barranquilla,Papelería,Resma,3,81872,245616
2025-04-18,Cali,Hogar,Ventilador,17,39343,668831
2025-03-24,Bogotá,Hogar,Organizador,9,52941,476469
2025-02-28,Bogotá,Papelería,Cuaderno,18,122917,2212506
2025-11-27,Apartadó,Tecnología,Monitor,3,67716,203148
2025-02-20,Bogotá,Papelería,Carpeta,11,95621,1051831
2025-03-07,Bogotá,Tecnología,Monitor,20,20299,405980
2025-04-10,Cali,Alimentos,Azúcar,11,163570,1799270
2025-12-04,Cali,Papelería,Lapicero,19,150599,2861381
2025-07-06,Cali,Alimentos,Aceite,1,84107,84107
2025-05-07,Bogotá,Alimentos,Café,12,37207,446484
2025-12-14,Cali,Alimentos,Azúcar,15,96041,1440615
2025-06-06,Barranquilla,Papelería,Cuaderno,6,171227,1027362
2025-11-07,Medellín,Ropa,Pantalón,18,53493,962874
2025-05-15,Medellín,Tecnología,Mouse,17,167577,2848809
2025-01-16,Apartadó,Papelería,Carpeta,19,57773,1097687
2025-01-19,Apartadó,Ropa,Gorra,18,125759,2263662
2025-12-01,Bogotá,Ropa,Chaqueta,8,235685,1885480
2025-10-29,Cali,Hogar,Ventilador,17,135801,2308617
2025-02-16,Barranquilla,Ropa,Gorra,1,175717,175717
2025-05-03,Apartadó,Hogar,Organizador,5,118974,594870
2025-03-23,Bogotá,Papelería,Resma,5,194916,974580
2025-09-05,Cali,Tecnología,Teclado,16,62751,1004016
2025-02-02,Cali,Ropa,Pantalón,2,177265,354530
2025-04-16,Apartadó,Ropa,Chaqueta,16,242622,3881952
